7.8763386815603222e-03 7.6199206199123824e-03 7.3730104449642288e-03 7.1353000727262571e-03 6.9064928965029571e-03 6.6863034179762363e-03 6.4744568914810894e-03 6.2706889813896475e-03 6.0747454323517502e-03 5.8863817520578366e-03 5.7053629061634397e-03 5.5314630250118480e-03 5.3644651217905496e-03 5.2041608217742391e-03 5.0503501023157760e-03 4.9028410432608175e-03 4.7614495874722888e-03 4.6259993111682426e-03 4.4963212037847956e-03 4.3722534570889201e-03 4.2536412632791822e-03 4.1403366218205184e-03 4.0321981547738845e-03 3.9290909303895801e-03 3.8308862947427852e-03 3.7374617112037106e-03 3.6487006075400464e-03 3.5644922304618651e-03 3.4847315074270583e-03 3.4093189155352216e-03 3.3381603573456988e-03 3.2711670434663774e-03 3.2082553817644709e-03 3.1493468730631425e-03 3.0943680131923649e-03 3.0432502012725845e-03 2.9959296541167942e-03 2.9523473266428973e-03 2.9124488381988994e-03 2.8761844047069415e-03 2.8435087765430979e-03 2.8143811820734040e-03 2.7887652767763006e-03 2.7666290978859069e-03 2.7479450244993664e-03 2.7326897430943044e-03 2.7208442184099724e-03 2.7123936696485198e-03 2.7073275519536371e-03 2.7056395431246383e-03 
1.5688010199502618e-02 1.5177279271645531e-02 1.4685486060412889e-02 1.4212016923396830e-02 1.3756281081365519e-02 1.3317709881695668e-02 1.2895756089096331e-02 1.2489893202903826e-02 1.2099614800177924e-02 1.1724433903819239e-02 1.1363882374937103e-02 1.1017510328718680e-02 1.0684885573073399e-02 1.0365593069353973e-02 1.0059234414481907e-02 9.7654273438306585e-03 9.4838052542465696e-03 9.2140167466113823e-03 8.9557251873774949e-03 8.7086082885262164e-03 8.4723577054269545e-03 8.2466786520937110e-03 8.0312895333607935e-03 7.8259215935170441e-03 7.6303185809605554e-03 7.4442364284562504e-03 7.2674429485964139e-03 7.0997175440843342e-03 6.9408509324802642e-03 6.7906448850651264e-03 6.6489119794970854e-03 6.5154753659517287e-03 6.3901685464545291e-03 6.2728351671296860e-03 6.1633288231067798e-03 6.0615128758410922e-03 5.9672602826203380e-03 5.8804534380443281e-03 5.8009840272803450e-03 5.7287528909105503e-03 5.6636699012032835e-03 5.6056538496530098e-03 5.5546323456491286e-03 5.5105417261460616e-03 5.4733269762222590e-03 5.4429416604274061e-03 5.4193478648316019e-03 5.4025161497017896e-03 5.3924255127435492e-03 5.3890633628575187e-03 
3.1118421232842315e-02 3.0105345569684864e-02 2.9129834385398658e-02 2.8190670468349752e-02 2.7286681959798539e-02 2.6416740891692634e-02 2.5579761779240380e-02 2.4774700266495239e-02 2.4000551823255126e-02 2.3256350491651787e-02 2.2541167680865618e-02 2.1854111008463462e-02 2.1194323186914409e-02 2.0560980953894949e-02 1.9953294045048978e-02 1.9370504207921056e-02 1.8811884255833477e-02 1.8276737160525247e-02 1.7764395182422579e-02 1.7274219037454235e-02 1.6805597099373241e-02 1.6357944636588660e-02 1.5930703082556136e-02 1.5523339338816151e-02 1.5135345109810600e-02 1.4766236268647613e-02 1.4415552253023337e-02 1.4082855490546765e-02 1.3767730852750848e-02 1.3469785137108364e-02 1.3188646576406086e-02 1.2923964374865352e-02 1.2675408270430436e-02 1.2442668122677733e-02 1.2225453525832418e-02 1.2023493446409217e-02 1.1836535885025352e-02 1.1664347561963745e-02 1.1506713626093817e-02 1.1363437386787020e-02 1.1234340068492646e-02 1.1119260587667407e-02 1.1018055351780940e-02 1.0930598080146322e-02 1.0856779646352729e-02 1.0796507942103585e-02 1.0749707762291701e-02 1.0716320711169272e-02 1.0696305129498077e-02 1.0689636042593181e-02 
4.6037868794208965e-02 4.4539083068116367e-02 4.3095871774810342e-02 4.1706434121133160e-02 4.0369036410935144e-02 3.9082009881836507e-02 3.7843748623004207e-02 3.6652707571350938e-02 3.5507400583656958e-02 3.4406398582209952e-02 3.3348327771648423e-02 3.2331867924785582e-02 3.1355750735272414e-02 3.0418758235046289e-02 2.9519721274589468e-02 2.8657518064102112e-02 2.7831072773768683e-02 2.7039354191372041e-02 2.6281374435579371e-02 2.5556187723295667e-02 2.4862889189545226e-02 2.4200613758410240e-02 2.3568535063616156e-02 2.2965864417418356e-02 2.2391849826502306e-02 2.1845775053670455e-02 2.1326958724143849e-02 2.0834753475364433e-02 2.0368545149236549e-02 1.9927752025800011e-02 1.9511824097378155e-02 1.9120242382295947e-02 1.8752518277310854e-02 1.8408192947949566e-02 1.8086836755988420e-02 1.7788048723364851e-02 1.7511456031849598e-02 1.7256713557855855e-02 1.7023503441805289e-02 1.6811534691512885e-02 1.6620542819096491e-02 1.6450289510957276e-02 1.6300562330420137e-02 1.6171174452662189e-02 1.6061964431599414e-02 1.5972795998440002e-02 1.5903557891653045e-02 1.5854163718140329e-02 1.5824551845437140e-02 1.5814685324806704e-02 
6.0201376021602276e-02 5.8241490252572262e-02 5.6354276339357877e-02 5.4537379476405481e-02 5.2788532597502859e-02 5.1105553547028261e-02 4.9486342357136025e-02 4.7928878627487931e-02 4.6431219004263745e-02 4.4991494755307379e-02 4.3607909438382407e-02 4.2278736659628884e-02 4.1002317919424665e-02 3.9777060542961845e-02 3.8601435692958277e-02 3.7473976462023148e-02 3.6393276042296460e-02 3.5357985970079130e-02 3.4366814443262693e-02 3.3418524709459926e-02 3.2511933522824304e-02 3.1645909667633546e-02 3.0819372546794593e-02 3.0031290833508809e-02 2.9280681184415049e-02 2.8566607012605130e-02 2.7888177318980478e-02 2.7244545580491501e-02 2.6634908693873218e-02 2.6058505973558230e-02 2.5514618202517693e-02 2.5002566734844994e-02 2.4521712648962805e-02 2.4071455950397166e-02 2.3651234823123445e-02 2.3260524928550182e-02 2.2898838751265870e-02 2.2565724990732890e-02 2.2260767998168993e-02 2.1983587257914109e-02 2.1733836912635005e-02 2.1511205331775491e-02 2.1315414722713855e-02 2.1146220784142248e-02 2.1003412401235037e-02 2.0886811382226683e-02 2.0796272236069415e-02 2.0731681990893883e-02 2.0692960053045915e-02 2.0680058106523652e-02 
7.3376378576388096e-02 7.0987574034526990e-02 6.8687345501584798e-02 6.6472822825475883e-02 6.4341242795111941e-02 6.2289945692582421e-02 6.0316371974455309e-02 5.8418059078066339e-02 5.6592638348813840e-02 5.4837832084628238e-02 5.3151450693928147e-02 5.1531389963517582e-02 4.9975628433015937e-02 4.8482224872543687e-02 4.7049315860517624e-02 4.5675113458532451e-02 4.4357902980427959e-02 4.3096040852758324e-02 4.1887952563993226e-02 4.0732130699892330e-02 3.9627133062601648e-02 3.8571580871125090e-02 3.7564157040924952e-02 3.6603604540505860e-02 3.5688724822930777e-02 3.4818376330312074e-02 3.3991473069411866e-02 3.3206983256574146e-02 3.2463928030297878e-02 3.1761380229844614e-02 3.1098463238356862e-02 3.0474349889043267e-02 2.9888261433066245e-02 2.9339466567843808e-02 2.8827280524553536e-02 2.8351064213699689e-02 2.7910223427677638e-02 2.7504208099340496e-02 2.7132511615642833e-02 2.6794670185505028e-02 2.6490262261109385e-02 2.6218908011906312e-02 2.5980268850673623e-02 2.5774047011038290e-02 2.5599985175932961e-02 2.5457866156523803e-02 2.5347512621209028e-02 2.5268786874350052e-02 2.5221590684459047e-02 2.5205865161628784e-02 
8.5346543338978342e-02 8.2568044128808846e-02 7.9892570665022464e-02 7.7316784576824213e-02 7.4837471880105172e-02 7.2451538967165649e-02 7.0156008746624310e-02 6.7948016928705196e-02 6.5824808451270894e-02 6.3783734042144963e-02 6.1822246913434943e-02 5.9937899583731448e-02 5.8128340824218680e-02 5.6391312724886032e-02 5.4724647877179081e-02 5.3126266669576538e-02 5.1594174692716620e-02 5.0126460250836620e-02 4.8721291976419411e-02 4.7376916545071146e-02 4.6091656487778861e-02 4.4863908097817935e-02 4.3692139429697456e-02 4.2574888387647475e-02 4.1510760901262295e-02 4.0498429186023657e-02 3.9536630086533173e-02 3.8624163500387325e-02 3.7759890880727696e-02 3.6942733815598296e-02 3.6171672682337418e-02 3.5445745375324710e-02 3.4764046105496473e-02 3.4125724270130754e-02 3.3529983391492185e-02 3.2976080123012362e-02 3.2463323321765734e-02 3.1991073186083178e-02 3.1558740457227986e-02 3.1165785684137404e-02 3.0811718550312627e-02 3.0496097262017616e-02 3.0218527997022758e-02 2.9978664413205937e-02 2.9776207216397933e-02 2.9610903786932437e-02 2.9482547864435365e-02 2.9390979290459585e-02 2.9336083808644269e-02 2.9317792922149283e-02 
9.5915320591780581e-02 9.2792749593511262e-02 8.9785962399172067e-02 8.6891207235217038e-02 8.4104872118048624e-02 8.1423480347132912e-02 7.8843686166899227e-02 7.6362270592020262e-02 7.3976137390868155e-02 7.1682309222136559e-02 6.9477923919809531e-02 6.7360230921841707e-02 6.5326587838094627e-02 6.3374457153246272e-02 6.1501403060559810e-02 5.9705088422561343e-02 5.7983271854833950e-02 5.6333804929289306e-02 5.4754629493427180e-02 5.3243775102238100e-02 5.1799356559544603e-02 5.0419571565713299e-02 4.9102698468802594e-02 4.7847094116339792e-02 4.6651191805047953e-02 4.5513499325962888e-02 4.4432597102502434e-02 4.3407136419163703e-02 4.2435837738638682e-02 4.1517489105248197e-02 4.0650944632702114e-02 3.9835123074298720e-02 3.9069006473779436e-02 3.8351638895155249e-02 3.7682125229920226e-02 3.7059630080163400e-02 3.6483376716185748e-02 3.5952646107321698e-02 3.5466776024755266e-02 3.5025160215212056e-02 3.4627247644495665e-02 3.4272541809924638e-02 3.3960600120812201e-02 3.3691033346215607e-02 3.3463505129266116e-02 3.3277731567473545e-02 3.3133480858481681e-02 3.3030573010832773e-02 3.2968879619379811e-02 3.2948323705066528e-02 
1.0490917135973066e-01 1.0149380110282026e-01 9.8205071540521202e-02 9.5038879100556486e-02 9.1991273108511781e-02 8.9058450858346461e-02 8.6236752867515115e-02 8.3522658310790088e-02 8.0912780627091313e-02 7.8403863293844980e-02 7.5992775763598738e-02 7.3676509557824496e-02 7.1452174513034414e-02 6.9316995174526608e-02 6.7268307333261279e-02 6.5303554701544669e-02 6.3420285723374784e-02 6.1616150515467344e-02 5.9888897935146145e-02 5.8236372771438616e-02 5.6656513055871736e-02 5.5147347489613495e-02 5.3706992983748619e-02 5.2333652309619845e-02 5.1025611856303235e-02 4.9781239492418639e-02 4.8598982529608169e-02 4.7477365785140682e-02 4.6414989741225765e-02 4.5410528798739726e-02 4.4462729623185100e-02 4.3570409580819640e-02 4.2732455263003462e-02 4.1947821096923008e-02 4.1215528040958550e-02 4.0534662363067069e-02 3.9904374500656356e-02 3.9323878000527883e-02 3.8792448537565340e-02 3.8309423010944768e-02 3.7874198716738437e-02 3.7486232595879895e-02 3.7145040556552197e-02 3.6850196870153402e-02 3.6601333640085984e-02 3.6398140342707108e-02 3.6240363439867022e-02 3.6127806062552302e-02 3.6060327765238792e-02 3.6037844350648260e-02 
1.1218041691518872e-01 1.0852832768482856e-01 1.0501165660305203e-01 1.0162601567939578e-01 9.8367180418594657e-02 9.5231084549429759e-02 9.2213814950983714e-02 8.9311606769981650e-02 8.6520838723131044e-02 8.3838028578601426e-02 8.1259828811007032e-02 7.8783022424471313e-02 7.6404518938561788e-02 7.4121350532086544e-02 7.1930668339941356e-02 6.9829738898386118e-02 6.7815940734315461e-02 6.5886761094267873e-02 6.4039792809091653e-02 6.2272731290355501e-02 6.0583371654756329e-02 5.8969605972935678e-02 5.7429420639272415e-02 5.5960893859369622e-02 5.4562193252100273e-02 5.3231573563220343e-02 5.1967374487695984e-02 5.0768018598027508e-02 4.9632009375985386e-02 4.8557929345302335e-02 4.7544438302991300e-02 4.6590271647082820e-02 4.5694238798694727e-02 4.4855221716465582e-02 4.4072173501498182e-02 4.3344117091072297e-02 4.2670144039496823e-02 4.2049413384580056e-02 4.1481150598303734e-02 4.0964646620391613e-02 4.0499256973566454e-02 4.0084400959391760e-02 3.9719560933694706e-02 3.9404281660666160e-02 3.9138169744831856e-02 3.8920893140186007e-02 3.8752180735874824e-02 3.8631822017912959e-02 3.8559666806510934e-02 3.8535625068685450e-02 
